  -500134801.841    0.0000482    0.0000000    0.0000000
  -120194574.363    0.0001445    0.0000000    0.0000000
   -62029199.994    0.0002409    0.0000000    0.0000000
   -60714831.558    0.0003373    0.0000000    0.0000000
   -53694941.942    0.0004336    0.0000007    0.0000000
   -46523625.320    0.0005300    0.0000099    0.0000000
   -36931776.661    0.0006263    0.0002177    0.0000000
   -28359869.489    0.0007227    0.0021337    0.0000161
   -16053563.341    0.0008190    0.0264634    0.0153109
   -15133500.398    0.0009154    0.0308708    0.0217448
   -14185903.884    0.0010118    0.0360066    0.0305326
   -13658898.813    0.0011081    0.0391427    0.0365297
   -12193470.655    0.0012045    0.0489951    0.0580991
   -11968859.107    0.0013008    0.0506601    0.0621070
    -8018843.332    0.0013972    0.0874150    0.1675583
    -7410670.952    0.0014935    0.0944178    0.1897199
    -7203455.709    0.0015899    0.0968898    0.1976004
    -5122078.961    0.0016863    0.1241778    0.2847161
    -4682799.245    0.0017826    0.1305119    0.3045907
    -4360202.426    0.0018790    0.1352909    0.3194216
    -3817886.918    0.0019753    0.1435669    0.3447127
    -3570743.387    0.0020717    0.1474386    0.3563550
    -3268862.635    0.0021680    0.1522522    0.3706476
    -2670723.522    0.0022644    0.1620617    0.3991064
    -2443785.864    0.0023608    0.1658770    0.4099211
    -2344048.316    0.0024571    0.1675700    0.4146727
    -2276462.021    0.0025535    0.1687227    0.4178915
    -2139677.895    0.0026498    0.1710695    0.4244017
    -1973980.805    0.0027462    0.1739367    0.4322783
    -1691012.152    0.0028426    0.1788947    0.4456945
    -1498651.999    0.0029389    0.1823091    0.4547816
    -1470176.102    0.0030353    0.1828175    0.4561241
    -1469135.515    0.0031316    0.1828361    0.4561732
    -1465279.420    0.0032280    0.1829050    0.4563549
     -949238.128    0.0033243    0.1922533    0.4805344
     -844419.046    0.0034207    0.1941825    0.4854065
     -661352.185    0.0035171    0.1975758    0.4938787
     -642680.745    0.0036134    0.1979236    0.4947401
     -612537.243    0.0037098    0.1984858    0.4961295
     -602606.703    0.0038061    0.1986712    0.4965870
     -576021.268    0.0039025    0.1991679    0.4978108
     -567891.534    0.0039988    0.1993200    0.4981849
     -536408.324    0.0040952    0.1999093    0.4996324
     -528468.903    0.0041916    0.2000580    0.4999972
     -484749.447    0.0042879    0.2008782    0.5020041
     -478497.230    0.0043843    0.2009956    0.5022909
     -459885.215    0.0044806    0.2013454    0.5031441
     -424075.797    0.0045770    0.2020192    0.5047842
     -414586.888    0.0046733    0.2021980    0.5052184
     -375258.389    0.0047697    0.2029397    0.5070166
     -359052.988    0.0048661    0.2032457    0.5077568
     -319172.255    0.0049624    0.2039998    0.5095764
     -308119.498    0.0050588    0.2042091    0.5100802
     -296331.869    0.0051551    0.2044323    0.5106173
     -262788.372    0.0052515    0.2050684    0.5121444
     -258170.834    0.0053479    0.2051560    0.5123544
     -251300.157    0.0054442    0.2052865    0.5126669
     -250960.600    0.0055406    0.2052929    0.5126823
     -241244.424    0.0056369    0.2054774    0.5131241
     -240255.280    0.0057333    0.2054962    0.5131691
     -237009.390    0.0058296    0.2055579    0.5133166
     -231209.382    0.0059260    0.2056681    0.5135802
     -228083.167    0.0060224    0.2057275    0.5137222
     -227190.864    0.0061187    0.2057445    0.5137627
     -220666.805    0.0062151    0.2058685    0.5140591
     -211247.256    0.0063114    0.2060476    0.5144869
     -209059.281    0.0064078    0.2060893    0.5145862
     -201807.978    0.0065041    0.2062272    0.5149154
     -200711.915    0.0066005    0.2062481    0.5149651
     -180781.367    0.0066969    0.2066276    0.5158693
     -173106.113    0.0067932    0.2067738    0.5162173
     -165342.270    0.0068896    0.2069218    0.5165692
     -157885.748    0.0069859    0.2070640    0.5169071
     -153211.353    0.0070823    0.2071531    0.5171188
     -147651.167    0.0071786    0.2072592    0.5173707
     -147328.221    0.0072750    0.2072653    0.5173853
     -144208.206    0.0073714    0.2073249    0.5175266
     -143964.498    0.0074677    0.2073295    0.5175376
     -142941.050    0.0075641    0.2073491    0.5175840
     -142586.265    0.0076604    0.2073558    0.5176000
     -141358.875    0.0077568    0.2073792    0.5176556
     -134704.537    0.0078532    0.2075063    0.5179569
     -130288.542    0.0079495    0.2075906    0.5181567
     -128038.376    0.0080459    0.2076335    0.5182586
     -124789.499    0.0081422    0.2076956    0.5184056
     -122528.443    0.0082386    0.2077388    0.5185079
     -121415.162    0.0083349    0.2077600    0.5185582
     -119836.531    0.0084313    0.2077902    0.5186296
     -116031.549    0.0085277    0.2078629    0.5188018
     -113313.783    0.0086240    0.2079148    0.5189247
     -112631.574    0.0087204    0.2079278    0.5189555
     -110858.135    0.0088167    0.2079617    0.5190357
     -110805.774    0.0089131    0.2079627    0.5190381
     -106325.115    0.0090094    0.2080484    0.5192407
     -105463.550    0.0091058    0.2080648    0.5192796
     -104049.485    0.0092022    0.2080919    0.5193436
     -102612.485    0.0092985    0.2081193    0.5194085
     -102560.877    0.0093949    0.2081203    0.5194109
     -101868.193    0.0094912    0.2081336    0.5194422
     -101072.908    0.0095876    0.2081488    0.5194781
      -99768.421    0.0096839    0.2081737    0.5195371
      -98083.433    0.0097803    0.2082059    0.5196133
      -97711.454    0.0098767    0.2082130    0.5196301
      -97542.820    0.0099730    0.2082163    0.5196377
      -96738.232    0.0100694    0.2082317    0.5196741
      -96329.455    0.0101657    0.2082395    0.5196925
      -93947.304    0.0102621    0.2082850    0.5198002
      -92167.903    0.0103585    0.2083191    0.5198806
      -90663.868    0.0104548    0.2083478    0.5199485
      -87878.947    0.0105512    0.2084011    0.5200744
      -85064.537    0.0106475    0.2084549    0.5202015
      -84954.345    0.0107439    0.2084571    0.5202065
      -83934.269    0.0108402    0.2084766    0.5202526
      -82843.003    0.0109366    0.2084975    0.5203019
      -82536.533    0.0110330    0.2085033    0.5203157
      -81834.855    0.0111293    0.2085167    0.5203474
      -79158.273    0.0112257    0.2085680    0.5204683
      -78700.053    0.0113220    0.2085767    0.5204890
      -77850.235    0.0114184    0.2085930    0.5205273
      -76951.053    0.0115147    0.2086102    0.5205680
      -75962.338    0.0116111    0.2086291    0.5206126
      -75829.871    0.0117075    0.2086317    0.5206186
      -75629.303    0.0118038    0.2086355    0.5206276
      -74244.523    0.0119002    0.2086620    0.5206902
      -73911.742    0.0119965    0.2086684    0.5207052
      -73584.773    0.0120929    0.2086747    0.5207200
      -72053.662    0.0121892    0.2087040    0.5207891
      -70907.972    0.0122856    0.2087259    0.5208408
      -69735.935    0.0123820    0.2087483    0.5208937
      -67236.630    0.0124783    0.2087962    0.5210065
      -66052.696    0.0125747    0.2088189    0.5210600
      -65811.782    0.0126710    0.2088235    0.5210709
      -65508.699    0.0127674    0.2088293    0.5210845
      -64150.298    0.0128638    0.2088553    0.5211459
      -64148.600    0.0129601    0.2088553    0.5211459
      -64092.790    0.0130565    0.2088564    0.5211484
      -63619.812    0.0131528    0.2088655    0.5211698
      -63584.620    0.0132492    0.2088661    0.5211714
      -62743.534    0.0133455    0.2088822    0.5212093
      -62314.082    0.0134419    0.2088905    0.5212287
      -62249.103    0.0135383    0.2088917    0.5212317
      -62212.196    0.0136346    0.2088924    0.5212333
      -61292.286    0.0137310    0.2089100    0.5212748
      -61153.718    0.0138273    0.2089127    0.5212811
      -60633.668    0.0139237    0.2089227    0.5213046
      -60442.588    0.0140200    0.2089263    0.5213132
      -59048.874    0.0141164    0.2089530    0.5213761
      -58877.961    0.0142128    0.2089563    0.5213838
      -58268.130    0.0143091    0.2089680    0.5214113
      -57366.265    0.0144055    0.2089852    0.5214520
      -56563.405    0.0145018    0.2090006    0.5214882
      -56389.834    0.0145982    0.2090039    0.5214961
      -55446.002    0.0146945    0.2090220    0.5215386
      -55320.054    0.0147909    0.2090244    0.5215443
      -54964.805    0.0148873    0.2090312    0.5215603
      -54790.415    0.0149836    0.2090346    0.5215682
      -54342.873    0.0150800    0.2090432    0.5215884
      -54247.240    0.0151763    0.2090450    0.5215927
      -53962.705    0.0152727    0.2090504    0.5216056
      -53959.508    0.0153690    0.2090505    0.5216057
      -53653.701    0.0154654    0.2090564    0.5216195
      -52378.429    0.0155618    0.2090808    0.5216770
      -52364.391    0.0156581    0.2090811    0.5216777
      -51063.989    0.0157545    0.2091060    0.5217363
      -50716.800    0.0158508    0.2091126    0.5217520
      -50627.713    0.0159472    0.2091144    0.5217560
      -50404.511    0.0160436    0.2091186    0.5217661
      -50308.026    0.0161399    0.2091205    0.5217704
      -50109.167    0.0162363    0.2091243    0.5217794
      -49689.476    0.0163326    0.2091323    0.5217983
      -49357.177    0.0164290    0.2091387    0.5218133
      -48201.577    0.0165253    0.2091608    0.5218654
      -48084.880    0.0166217    0.2091631    0.5218707
      -46531.006    0.0167181    0.2091929    0.5219408
      -46243.935    0.0168144    0.2091984    0.5219537
      -46155.746    0.0169108    0.2092001    0.5219577
      -45053.377    0.0170071    0.2092212    0.5220074
      -44777.657    0.0171035    0.2092265    0.5220199
      -44647.271    0.0171998    0.2092290    0.5220257
      -44362.626    0.0172962    0.2092344    0.5220386
      -44095.966    0.0173926    0.2092395    0.5220506
      -43885.482    0.0174889    0.2092436    0.5220601
      -43756.034    0.0175853    0.2092461    0.5220659
      -43174.784    0.0176816    0.2092572    0.5220921
      -42972.388    0.0177780    0.2092611    0.5221013
      -42870.162    0.0178743    0.2092630    0.5221059
      -42399.805    0.0179707    0.2092721    0.5221271
      -42316.348    0.0180671    0.2092737    0.5221308
      -42138.728    0.0181634    0.2092771    0.5221389
      -41440.822    0.0182598    0.2092904    0.5221703
      -40856.244    0.0183561    0.2093016    0.5221967
