Mean and Stdev of I_mcmc =          nan,          nan in file /net/cci/asmit/mcmc/real_data/LD91/merging/reflections/intensities_5_2_1.dat 22
Mean and Stdev of I_mcmc =          nan,          nan in file /net/cci/asmit/mcmc/real_data/LD91/merging/reflections/intensities_5_2_1.dat 22
