   -50152514.983    0.0000496    0.0000199    0.0091893
   -35003679.794    0.0001489    0.0009795    0.0499215
   -14494134.681    0.0002482    0.0380190    0.2410225
    -8617721.696    0.0003475    0.0790574    0.3301865
    -8326248.697    0.0004467    0.0817041    0.3349025
    -6028517.796    0.0005460    0.1047832    0.3728166
    -5178261.725    0.0006453    0.1143391    0.3871300
    -3894755.203    0.0007446    0.1298160    0.4089612
    -2902984.527    0.0008438    0.1426399    0.4259757
    -2774571.639    0.0009431    0.1443551    0.4281860
    -2738145.263    0.0010424    0.1448439    0.4288133
    -2666329.820    0.0011417    0.1458105    0.4300502
    -2636329.990    0.0012409    0.1462155    0.4305671
    -2304993.153    0.0013402    0.1507331    0.4362803
    -1947714.198    0.0014395    0.1556968    0.4424496
    -1678032.265    0.0015388    0.1595064    0.4471113
    -1329858.703    0.0016380    0.1645044    0.4531350
    -1221639.338    0.0017373    0.1660760    0.4550083
    -1059928.582    0.0018366    0.1684403    0.4578082
    -1026399.144    0.0019359    0.1689329    0.4583888
     -845787.245    0.0020351    0.1716004    0.4615170
     -763583.121    0.0021344    0.1728223    0.4629410
     -628501.080    0.0022337    0.1748407    0.4652813
     -623187.800    0.0023330    0.1749204    0.4653733
     -602695.208    0.0024322    0.1752278    0.4657284
     -590666.112    0.0025315    0.1754084    0.4659368
     -508934.541    0.0026308    0.1766382    0.4673529
     -461430.926    0.0027301    0.1773552    0.4681760
     -393794.969    0.0028293    0.1783788    0.4693480
     -384190.592    0.0029286    0.1785244    0.4695144
     -369352.957    0.0030279    0.1787495    0.4697715
     -301061.731    0.0031272    0.1797875    0.4709548
     -289673.788    0.0032264    0.1799609    0.4711522
     -273173.417    0.0033257    0.1802124    0.4714381
     -247382.989    0.0034250    0.1806057    0.4718850
     -235455.560    0.0035243    0.1807878    0.4720917
     -196670.064    0.0036235    0.1813806    0.4727637
     -189227.368    0.0037228    0.1814945    0.4728927
     -187091.765    0.0038221    0.1815271    0.4729297
     -142361.184    0.0039214    0.1822124    0.4737048
     -132921.076    0.0040206    0.1823572    0.4738684
     -123430.547    0.0041199    0.1825028    0.4740328
     -119664.617    0.0042192    0.1825607    0.4740981
     -110970.812    0.0043185    0.1826941    0.4742487
     -109523.878    0.0044178    0.1827164    0.4742738
     -108321.843    0.0045170    0.1827348    0.4742946
     -106652.027    0.0046163    0.1827605    0.4743235
     -103888.463    0.0047156    0.1828029    0.4743714
      -95608.782    0.0048149    0.1829301    0.4745149
      -91776.113    0.0049141    0.1829891    0.4745813
      -90805.442    0.0050134    0.1830040    0.4745981
      -89762.051    0.0051127    0.1830200    0.4746162
      -81335.510    0.0052120    0.1831496    0.4747622
      -80471.664    0.0053112    0.1831629    0.4747772
      -73117.651    0.0054105    0.1832760    0.4749046
      -71720.007    0.0055098    0.1832975    0.4749288
      -67571.310    0.0056091    0.1833613    0.4750007
      -65309.039    0.0057083    0.1833961    0.4750399
      -64440.150    0.0058076    0.1834095    0.4750550
      -63780.604    0.0059069    0.1834196    0.4750664
      -62630.371    0.0060062    0.1834373    0.4750863
      -61726.231    0.0061054    0.1834513    0.4751020
      -61349.378    0.0062047    0.1834571    0.4751085
      -56620.084    0.0063040    0.1835299    0.4751905
      -53435.530    0.0064033    0.1835789    0.4752456
      -52681.551    0.0065025    0.1835905    0.4752587
      -48471.590    0.0066018    0.1836553    0.4753317
      -48172.927    0.0067011    0.1836599    0.4753368
      -43497.948    0.0068004    0.1837320    0.4754178
      -41552.379    0.0068996    0.1837619    0.4754515
      -41267.906    0.0069989    0.1837663    0.4754565
      -40844.141    0.0070982    0.1837728    0.4754638
      -40390.551    0.0071975    0.1837798    0.4754717
      -38907.451    0.0072967    0.1838027    0.4754974
      -33806.044    0.0073960    0.1838813    0.4755858
      -33323.150    0.0074953    0.1838887    0.4755941
      -30873.215    0.0075946    0.1839265    0.4756366
      -29514.231    0.0076938    0.1839474    0.4756601
      -27537.538    0.0077931    0.1839779    0.4756944
      -26775.384    0.0078924    0.1839897    0.4757076
      -26051.732    0.0079917    0.1840008    0.4757201
      -24333.901    0.0080909    0.1840273    0.4757499
      -24144.472    0.0081902    0.1840302    0.4757532
      -24129.333    0.0082895    0.1840305    0.4757534
      -24094.306    0.0083888    0.1840310    0.4757540
      -23897.027    0.0084880    0.1840340    0.4757575
      -23367.976    0.0085873    0.1840422    0.4757666
      -23246.533    0.0086866    0.1840441    0.4757687
      -23003.973    0.0087859    0.1840478    0.4757729
      -22844.436    0.0088851    0.1840503    0.4757757
      -22516.460    0.0089844    0.1840553    0.4757814
      -22447.567    0.0090837    0.1840564    0.4757826
      -22440.453    0.0091830    0.1840565    0.4757827
      -22307.784    0.0092822    0.1840585    0.4757850
      -22265.806    0.0093815    0.1840592    0.4757857
      -21573.425    0.0094808    0.1840699    0.4757977
      -19966.390    0.0095801    0.1840946    0.4758256
      -18658.351    0.0096793    0.1841148    0.4758482
      -18637.582    0.0097786    0.1841151    0.4758486
      -18520.138    0.0098779    0.1841169    0.4758506
      -18193.128    0.0099772    0.1841220    0.4758563
      -17685.053    0.0100764    0.1841298    0.4758651
      -16738.436    0.0101757    0.1841444    0.4758815
      -16640.103    0.0102750    0.1841459    0.4758832
      -16355.701    0.0103743    0.1841503    0.4758881
      -14973.050    0.0104735    0.1841717    0.4759121
      -14766.247    0.0105728    0.1841748    0.4759157
      -13584.841    0.0106721    0.1841931    0.4759361
      -13545.122    0.0107714    0.1841937    0.4759368
      -13435.247    0.0108706    0.1841954    0.4759387
      -12905.231    0.0109699    0.1842036    0.4759479
      -11765.880    0.0110692    0.1842211    0.4759677
      -10705.854    0.0111685    0.1842375    0.4759860
      -10508.701    0.0112677    0.1842405    0.4759894
       -9570.891    0.0113670    0.1842550    0.4760057
       -9221.686    0.0114663    0.1842604    0.4760117
       -8916.190    0.0115656    0.1842651    0.4760170
       -7644.690    0.0116648    0.1842847    0.4760391
       -7516.457    0.0117641    0.1842867    0.4760413
       -7463.332    0.0118634    0.1842875    0.4760422
       -7101.803    0.0119627    0.1842931    0.4760485
       -7069.841    0.0120619    0.1842936    0.4760490
       -6663.694    0.0121612    0.1842999    0.4760561
       -6259.224    0.0122605    0.1843061    0.4760631
       -6070.944    0.0123598    0.1843090    0.4760663
       -5396.140    0.0124590    0.1843194    0.4760780
       -5042.873    0.0125583    0.1843249    0.4760841
       -4666.209    0.0126576    0.1843307    0.4760907
       -4155.304    0.0127569    0.1843386    0.4760995
       -4101.848    0.0128562    0.1843394    0.4761004
       -3441.152    0.0129554    0.1843496    0.4761119
       -3393.917    0.0130547    0.1843503    0.4761127
       -3312.423    0.0131540    0.1843516    0.4761141
       -2958.424    0.0132533    0.1843570    0.4761203
       -2844.903    0.0133525    0.1843588    0.4761222
       -2801.493    0.0134518    0.1843595    0.4761230
       -2752.202    0.0135511    0.1843602    0.4761238
       -2671.800    0.0136504    0.1843615    0.4761252
       -2657.148    0.0137496    0.1843617    0.4761255
       -2424.271    0.0138489    0.1843653    0.4761295
       -2291.638    0.0139482    0.1843673    0.4761318
       -1868.339    0.0140475    0.1843739    0.4761391
       -1767.903    0.0141467    0.1843754    0.4761409
       -1693.129    0.0142460    0.1843766    0.4761422
       -1667.050    0.0143453    0.1843770    0.4761426
       -1505.735    0.0144446    0.1843795    0.4761454
       -1060.611    0.0145438    0.1843863    0.4761531
       -1004.881    0.0146431    0.1843872    0.4761541
        -860.624    0.0147424    0.1843894    0.4761566
        -588.891    0.0148417    0.1843936    0.4761613
        -583.396    0.0149409    0.1843937    0.4761614
        -234.266    0.0150402    0.1843991    0.4761675
        -224.412    0.0151395    0.1843992    0.4761676
        -204.565    0.0152388    0.1843995    0.4761680
